health_statement,label,source_type
Antibiotics can cure viral infections like flu,false,comment
All cancers are caused by mobile phone radiation,false,forum
Adequate sleep improves mental and physical health,true,comment
Adequate sleep improves mental and physical health,true,blog
Regular exercise helps reduce the risk of heart disease,true,news
Mental health therapy can reduce anxiety and depression,true,forum
Vaccines cause autism,false,blog
Proper hydration helps maintain body temperature,true,tweet
Garlic can completely cure COVID-19,false,blog
Antibiotics are effective against bacterial infections,true,forum
Cancer can be cured only through faith healing,false,blog
Skipping meals is the healthiest way to lose weight,false,news
Drinking bleach can kill viruses inside the body,false,news
Skipping meals is the healthiest way to lose weight,false,tweet
Regular exercise helps reduce the risk of heart disease,true,tweet
Early cancer screening improves survival rates,true,tweet
Drinking bleach can kill viruses inside the body,false,blog
Fasting alone can cure chronic diseases,false,tweet
Vaccination reduces the spread of infectious diseases,true,comment
Vaccination reduces the spread of infectious diseases,true,forum
High blood pressure increases the risk of stroke,true,blog
A balanced diet improves overall immune health,true,news
Vaccines cause autism,false,news
Cancer can be cured only through faith healing,false,comment
Antibiotics can cure viral infections like flu,false,news
Proper hydration helps maintain body temperature,true,blog
Drinking alcohol improves immunity,false,news
Skipping meals is the healthiest way to lose weight,false,news
Antibiotics are effective against bacterial infections,true,forum
Antibiotics are effective against bacterial infections,true,news
Skipping meals is the healthiest way to lose weight,false,tweet
Drinking alcohol improves immunity,false,news
Diabetes can be permanently cured by herbal tea,false,comment
Drinking enough water supports kidney function,true,blog
Drinking bleach can kill viruses inside the body,false,comment
Fasting alone can cure chronic diseases,false,forum
High blood pressure increases the risk of stroke,true,comment
You do not need sleep if you meditate daily,false,blog
Mental illness is caused by evil spirits,false,forum
Skipping meals is the healthiest way to lose weight,false,forum
Cancer can be cured only through faith healing,false,blog
Cancer can be cured only through faith healing,false,news
Antibiotics are effective against bacterial infections,true,news
Garlic can completely cure COVID-19,false,comment
Mental health therapy can reduce anxiety and depression,true,blog
Handwashing reduces the spread of infectious diseases,true,news
Vaccines cause autism,false,comment
Diabetes can be permanently cured by herbal tea,false,news
All cancers are caused by mobile phone radiation,false,comment
You do not need sleep if you meditate daily,false,comment
Regular exercise helps reduce the risk of heart disease,true,comment
Wearing glasses permanently weakens eyesight,false,tweet
Diabetes can be permanently cured by herbal tea,false,forum
Mental health therapy can reduce anxiety and depression,true,news
Drinking bleach can kill viruses inside the body,false,news
A balanced diet improves overall immune health,true,blog
Mental illness is caused by evil spirits,false,comment
Adequate sleep improves mental and physical health,true,forum
A balanced diet improves overall immune health,true,forum
Drinking bleach can kill viruses inside the body,false,comment
Homeopathy can replace all modern medicines,false,forum
Antibiotics are effective against bacterial infections,true,comment
Skipping meals is the healthiest way to lose weight,false,news
High blood pressure increases the risk of stroke,true,forum
Adequate sleep improves mental and physical health,true,forum
Wearing glasses permanently weakens eyesight,false,comment
Vaccines help the immune system recognize and fight infections,true,blog
Insulin regulates blood sugar levels,true,tweet
Drinking alcohol improves immunity,false,news
Vaccination reduces the spread of infectious diseases,true,news
High blood pressure increases the risk of stroke,true,forum
Homeopathy can replace all modern medicines,false,news
Antibiotics are effective against bacterial infections,true,forum
Mental health therapy can reduce anxiety and depression,true,blog
Drinking enough water supports kidney function,true,forum
Drinking alcohol improves immunity,false,tweet
Skipping meals is the healthiest way to lose weight,false,news
Drinking enough water supports kidney function,true,tweet
Cancer can be cured only through faith healing,false,tweet
Drinking alcohol improves immunity,false,tweet
Insulin regulates blood sugar levels,true,forum
Regular exercise helps reduce the risk of heart disease,true,tweet
You do not need sleep if you meditate daily,false,news
Antibiotics can cure viral infections like flu,false,news
Regular exercise helps reduce the risk of heart disease,true,tweet
Mental health therapy can reduce anxiety and depression,true,forum
Vaccination reduces the spread of infectious diseases,true,news
Antibiotics are effective against bacterial infections,true,tweet
Vaccination reduces the spread of infectious diseases,true,blog
Mental health therapy can reduce anxiety and depression,true,comment
Regular exercise helps reduce the risk of heart disease,true,comment
Physical activity helps control body weight,true,forum
Early cancer screening improves survival rates,true,blog
Fasting alone can cure chronic diseases,false,news
Mental illness is caused by evil spirits,false,tweet
Antibiotics are effective against bacterial infections,true,forum
Mental illness is caused by evil spirits,false,forum
Diabetes can be permanently cured by herbal tea,false,news
Handwashing reduces the spread of infectious diseases,true,tweet
Early cancer screening improves survival rates,true,news
Proper hydration helps maintain body temperature,true,forum
Early cancer screening improves survival rates,true,forum
You do not need sleep if you meditate daily,false,forum
High blood pressure increases the risk of stroke,true,blog
Antibiotics can cure viral infections like flu,false,comment
Drinking bleach can kill viruses inside the body,false,news
Diabetes can be permanently cured by herbal tea,false,blog
Adequate sleep improves mental and physical health,true,forum
Drinking enough water supports kidney function,true,news
Drinking alcohol improves immunity,false,news
Wearing glasses permanently weakens eyesight,false,tweet
Vaccines help the immune system recognize and fight infections,true,news
Drinking alcohol improves immunity,false,comment
Insulin regulates blood sugar levels,true,blog
